id,status,created_date,updated_date,area,user
570,false,1/3/2024,11/20/2023,Business Development,1
571,false,11/23/2023,1/15/2024,Research and Development,1
572,false,4/4/2023,6/12/2023,Business Development,1
573,true,2/5/2023,7/8/2023,Engineering,1
574,false,6/17/2023,12/28/2023,Services,1
575,true,8/5/2023,2/1/2023,Marketing,1
576,true,4/10/2023,7/25/2023,Sales,1
577,true,10/3/2023,11/14/2023,Marketing,1
578,true,12/9/2023,5/30/2023,Business Development,1
579,true,10/5/2023,7/4/2023,Marketing,1
580,true,4/6/2023,6/22/2023,Engineering,1
581,true,11/30/2023,6/1/2023,Human Resources,1
582,false,11/21/2023,1/19/2023,Support,1
583,false,1/24/2023,11/21/2023,Legal,1
584,false,7/31/2023,6/11/2023,Services,1
585,false,2/27/2023,1/14/2024,Accounting,1
586,false,12/18/2023,10/21/2023,Research and Development,1
587,false,1/18/2023,9/7/2023,Marketing,1
588,false,3/4/2023,11/25/2023,Services,1
589,true,10/18/2023,4/23/2023,Legal,1
590,false,4/30/2023,5/29/2023,Business Development,1
591,false,2/5/2023,6/3/2023,Engineering,1
592,false,7/12/2023,3/31/2023,Human Resources,1
593,false,2/19/2023,9/5/2023,Marketing,1
594,false,7/17/2023,2/27/2023,Marketing,1
595,false,10/9/2023,5/26/2023,Engineering,1
596,false,2/2/2023,12/30/2023,Product Management,1
597,false,1/4/2024,6/8/2023,Product Management,1
598,false,12/7/2023,7/31/2023,Research and Development,1
599,true,2/16/2023,9/2/2023,Support,1
600,true,3/18/2023,10/4/2023,Product Management,1
601,true,9/24/2023,11/19/2023,Accounting,1
602,false,6/1/2023,1/10/2024,Research and Development,1
603,true,10/4/2023,12/31/2023,Marketing,1
604,true,2/1/2023,7/7/2023,Engineering,1
605,false,4/18/2023,5/11/2023,Marketing,1
606,false,4/12/2023,10/29/2023,Legal,1
607,true,3/2/2023,3/3/2023,Marketing,1
608,false,7/29/2023,1/12/2024,Product Management,1
609,true,3/28/2023,9/13/2023,Legal,1
610,true,6/8/2023,6/21/2023,Training,1
611,true,1/10/2024,7/26/2023,Support,1
612,true,11/23/2023,10/13/2023,Accounting,1
613,true,6/13/2023,9/12/2023,Accounting,1
614,true,2/9/2023,8/5/2023,Support,1
615,false,8/27/2023,4/5/2023,Research and Development,1
616,true,8/18/2023,2/4/2023,Business Development,1
617,true,8/30/2023,12/5/2023,Training,1
618,false,10/2/2023,12/22/2023,Product Management,1
619,true,3/7/2023,11/15/2023,Legal,1
620,false,2/18/2023,9/5/2023,Services,1
621,true,5/23/2023,2/26/2023,Accounting,1
622,true,5/18/2023,2/21/2023,Sales,1
623,true,12/9/2023,6/28/2023,Services,1
624,false,9/3/2023,12/8/2023,Business Development,1
625,true,8/1/2023,1/18/2023,Business Development,1
626,true,2/1/2023,3/16/2023,Marketing,1
627,false,10/28/2023,2/7/2023,Support,1
628,false,7/28/2023,9/24/2023,Engineering,1
629,true,7/21/2023,8/20/2023,Human Resources,1
630,true,8/15/2023,8/25/2023,Research and Development,1
631,false,10/30/2023,10/19/2023,Accounting,1
632,false,12/16/2023,3/15/2023,Marketing,1
633,true,5/25/2023,3/6/2023,Research and Development,1
634,false,3/14/2023,3/24/2023,Research and Development,1
635,true,7/25/2023,10/1/2023,Services,1
636,false,4/16/2023,3/24/2023,Sales,1
637,true,8/24/2023,5/24/2023,Business Development,1
638,true,11/28/2023,6/12/2023,Engineering,1
639,true,11/25/2023,2/18/2023,Training,1
640,false,3/21/2023,11/10/2023,Training,1
641,false,3/15/2023,5/24/2023,Marketing,1
642,false,3/24/2023,6/12/2023,Legal,1
643,false,4/24/2023,11/19/2023,Legal,1
644,true,7/6/2023,7/10/2023,Sales,1
645,true,4/12/2023,7/8/2023,Sales,1
646,false,2/27/2023,11/28/2023,Services,1
647,false,8/2/2023,7/14/2023,Sales,1
648,false,11/23/2023,10/30/2023,Training,1
649,true,9/21/2023,11/11/2023,Services,1
650,false,5/20/2023,3/26/2023,Marketing,1
651,true,11/30/2023,10/14/2023,Engineering,1
652,true,9/29/2023,7/25/2023,Sales,1
653,true,2/3/2023,12/9/2023,Support,1
654,false,11/18/2023,12/10/2023,Support,1
655,true,11/30/2023,2/27/2023,Product Management,1
656,true,11/26/2023,3/13/2023,Accounting,1
657,true,6/18/2023,12/24/2023,Engineering,1
658,true,1/1/2024,5/14/2023,Business Development,1
659,false,4/7/2023,11/21/2023,Business Development,1
660,true,8/2/2023,11/8/2023,Sales,1
661,true,10/28/2023,8/25/2023,Engineering,1
662,false,8/24/2023,6/11/2023,Sales,1
663,true,11/17/2023,11/25/2023,Marketing,1
664,true,7/11/2023,3/12/2023,Research and Development,1
665,true,8/12/2023,12/22/2023,Accounting,1
666,true,7/4/2023,8/11/2023,Marketing,1
667,false,7/11/2023,2/15/2023,Sales,1
668,true,4/21/2023,1/2/2024,Business Development,1
669,false,7/2/2023,10/18/2023,Accounting,1
670,false,6/20/2023,12/8/2023,Services,1
671,true,5/15/2023,8/21/2023,Support,1
672,true,6/16/2023,8/1/2023,Sales,1
673,true,7/15/2023,4/2/2023,Human Resources,1
674,true,3/17/2023,12/19/2023,Legal,1
675,false,12/19/2023,12/5/2023,Support,1
676,true,9/3/2023,8/7/2023,Accounting,1
677,true,1/22/2023,5/4/2023,Services,1
678,true,3/13/2023,5/11/2023,Research and Development,1
679,false,7/27/2023,7/25/2023,Services,1
680,true,8/20/2023,7/20/2023,Accounting,1
681,true,3/15/2023,1/28/2023,Accounting,1
682,true,3/8/2023,5/25/2023,Sales,1
683,true,1/31/2023,4/2/2023,Sales,1
684,true,4/2/2023,11/14/2023,Support,1
685,false,7/19/2023,5/15/2023,Legal,1
686,false,7/24/2023,5/21/2023,Training,1
687,true,2/28/2023,9/15/2023,Product Management,1
688,true,8/26/2023,9/22/2023,Legal,1
689,false,3/6/2023,11/30/2023,Human Resources,1
690,false,3/31/2023,7/19/2023,Marketing,1
691,false,9/30/2023,2/23/2023,Services,1
692,true,5/2/2023,10/26/2023,Accounting,1
693,false,12/2/2023,8/21/2023,Support,1
694,true,12/30/2023,4/5/2023,Legal,1
695,false,10/6/2023,1/28/2023,Product Management,1
696,false,1/10/2024,1/26/2023,Training,1
697,true,5/24/2023,6/7/2023,Product Management,1
698,false,7/14/2023,1/16/2023,Research and Development,1
699,true,6/28/2023,11/3/2023,Services,1
700,false,9/25/2023,5/9/2023,Legal,1
701,true,3/24/2023,1/28/2023,Marketing,1
702,false,8/1/2023,11/2/2023,Human Resources,1
703,false,8/1/2023,3/19/2023,Support,1
704,false,2/11/2023,5/16/2023,Engineering,1
705,true,7/30/2023,5/3/2023,Sales,1
706,true,6/14/2023,11/14/2023,Training,1
707,false,4/2/2023,3/5/2023,Product Management,1
708,true,2/3/2023,11/15/2023,Support,1
709,true,12/12/2023,10/31/2023,Marketing,1
710,true,6/24/2023,10/24/2023,Engineering,1
711,false,11/22/2023,1/20/2023,Human Resources,1
712,false,1/9/2024,9/14/2023,Support,1
713,false,5/27/2023,3/28/2023,Sales,1
714,false,8/14/2023,7/15/2023,Legal,1
715,true,1/26/2023,4/19/2023,Business Development,1
716,true,6/22/2023,6/24/2023,Engineering,1
717,true,4/27/2023,3/23/2023,Legal,1
718,false,6/4/2023,3/8/2023,Product Management,1
719,false,7/8/2023,6/14/2023,Product Management,1
720,true,2/7/2023,8/23/2023,Accounting,1
721,true,6/18/2023,7/29/2023,Legal,1
722,false,10/20/2023,12/22/2023,Legal,1
723,false,7/6/2023,9/18/2023,Services,1
724,false,1/30/2023,2/20/2023,Support,1
725,false,9/5/2023,3/22/2023,Research and Development,1
726,false,6/16/2023,10/17/2023,Services,1
727,true,3/19/2023,10/16/2023,Research and Development,1
728,true,12/26/2023,5/3/2023,Support,1
729,true,1/20/2023,9/30/2023,Training,1
730,false,11/8/2023,8/15/2023,Support,1
731,false,7/12/2023,5/22/2023,Human Resources,1
732,true,12/4/2023,6/19/2023,Marketing,1
733,false,5/19/2023,8/30/2023,Training,1
734,true,10/12/2023,2/21/2023,Support,1
735,true,11/20/2023,3/3/2023,Human Resources,1
736,false,10/12/2023,6/21/2023,Sales,1
737,true,9/13/2023,7/27/2023,Engineering,1
738,false,2/16/2023,3/31/2023,Support,1
739,true,6/5/2023,1/2/2024,Product Management,1
740,false,9/28/2023,11/20/2023,Support,1
741,true,11/18/2023,11/2/2023,Services,1
742,false,9/27/2023,10/29/2023,Accounting,1
743,true,10/23/2023,9/16/2023,Marketing,1
744,true,7/3/2023,8/20/2023,Marketing,1
745,false,6/13/2023,2/23/2023,Services,1
746,true,3/10/2023,6/9/2023,Engineering,1
747,true,4/21/2023,4/2/2023,Research and Development,1
748,false,4/28/2023,3/7/2023,Legal,1
749,true,8/23/2023,8/20/2023,Engineering,1
750,false,4/29/2023,7/18/2023,Engineering,1
751,true,9/25/2023,3/3/2023,Services,1
752,false,3/15/2023,4/3/2023,Business Development,1
753,false,2/14/2023,10/31/2023,Marketing,1
754,false,3/13/2023,10/26/2023,Support,1
755,true,12/9/2023,2/26/2023,Legal,1
756,false,6/17/2023,1/19/2023,Support,1
757,false,3/4/2023,4/12/2023,Training,1
758,true,1/23/2023,10/31/2023,Support,1
759,true,11/25/2023,5/8/2023,Legal,1
760,true,3/28/2023,3/20/2023,Accounting,1
761,true,5/22/2023,7/23/2023,Accounting,1
762,false,12/26/2023,7/27/2023,Accounting,1
763,false,10/1/2023,3/9/2023,Accounting,1
764,true,11/17/2023,1/26/2023,Training,1
765,false,12/10/2023,1/4/2024,Services,1
766,true,3/11/2023,6/14/2023,Engineering,1
767,true,7/31/2023,7/1/2023,Accounting,1
768,false,1/3/2024,2/8/2023,Research and Development,1
769,true,2/18/2023,6/2/2023,Business Development,1
770,true,8/23/2023,11/17/2023,Services,1
771,false,12/16/2023,2/1/2023,Services,1
772,true,10/2/2023,9/1/2023,Engineering,1
773,true,8/13/2023,2/8/2023,Business Development,1
774,false,3/4/2023,1/23/2023,Legal,1
775,true,10/2/2023,2/1/2023,Engineering,1
776,true,11/2/2023,4/8/2023,Human Resources,1
777,false,5/22/2023,6/20/2023,Legal,1
778,true,4/13/2023,5/22/2023,Marketing,1
779,false,5/8/2023,7/13/2023,Training,1
780,false,10/19/2023,4/5/2023,Business Development,1
781,false,7/21/2023,6/1/2023,Human Resources,1
782,false,3/26/2023,8/1/2023,Research and Development,1
783,true,4/8/2023,2/2/2023,Product Management,1
784,false,7/7/2023,8/20/2023,Training,1
785,true,9/1/2023,6/25/2023,Support,1
786,false,10/25/2023,9/17/2023,Human Resources,1
787,true,9/4/2023,9/30/2023,Sales,1
788,false,11/6/2023,7/11/2023,Product Management,1
789,true,2/26/2023,3/9/2023,Accounting,1
790,true,10/14/2023,12/15/2023,Human Resources,1
791,false,8/5/2023,2/8/2023,Product Management,1
792,false,12/18/2023,8/21/2023,Business Development,1
793,false,7/18/2023,3/16/2023,Legal,1
794,true,3/5/2023,7/15/2023,Accounting,1
795,false,6/29/2023,8/29/2023,Legal,1
796,true,3/18/2023,10/1/2023,Services,1
797,true,1/14/2024,7/10/2023,Services,1
798,true,10/15/2023,11/1/2023,Accounting,1
799,false,3/11/2023,9/19/2023,Engineering,1
800,true,12/9/2023,3/21/2023,Business Development,1
801,true,9/10/2023,7/20/2023,Research and Development,1
802,true,4/27/2023,6/14/2023,Research and Development,1
803,false,9/19/2023,3/29/2023,Marketing,1
804,false,10/21/2023,10/8/2023,Business Development,1
805,false,9/30/2023,1/25/2023,Services,1
806,false,1/5/2024,5/4/2023,Marketing,1
807,true,10/29/2023,11/4/2023,Training,1
808,false,3/27/2023,5/9/2023,Marketing,1
809,false,9/14/2023,3/24/2023,Support,1
810,false,6/20/2023,3/6/2023,Research and Development,1
811,false,10/9/2023,6/8/2023,Sales,1
812,true,12/15/2023,6/29/2023,Training,1
813,false,3/8/2023,1/12/2024,Accounting,1
814,false,11/2/2023,9/14/2023,Training,1
815,true,1/16/2023,8/18/2023,Services,1
816,false,9/29/2023,11/11/2023,Accounting,1
817,true,8/18/2023,6/3/2023,Research and Development,1
818,false,2/3/2023,8/15/2023,Services,1
819,false,4/14/2023,8/7/2023,Support,1
820,true,1/29/2023,4/7/2023,Human Resources,1
821,false,4/23/2023,10/3/2023,Training,1
822,true,4/15/2023,10/26/2023,Accounting,1
823,true,7/8/2023,12/22/2023,Business Development,1
824,false,6/23/2023,8/1/2023,Engineering,1
825,true,8/8/2023,6/2/2023,Sales,1
826,true,4/21/2023,8/25/2023,Research and Development,1
827,true,7/14/2023,9/17/2023,Product Management,1
828,true,5/15/2023,1/11/2024,Research and Development,1
829,true,8/27/2023,3/16/2023,Marketing,1
830,false,11/10/2023,6/13/2023,Engineering,1
831,true,9/16/2023,5/23/2023,Engineering,1
832,false,8/22/2023,2/11/2023,Research and Development,1
833,true,9/10/2023,12/4/2023,Engineering,1
834,false,6/12/2023,2/19/2023,Legal,1
835,true,3/19/2023,1/12/2024,Training,1
836,false,4/27/2023,10/11/2023,Business Development,1
837,true,12/15/2023,10/27/2023,Services,1
838,true,4/7/2023,8/17/2023,Services,1
839,false,6/7/2023,5/19/2023,Research and Development,1
840,true,12/1/2023,11/25/2023,Services,1
841,true,5/31/2023,5/12/2023,Engineering,1
842,true,5/1/2023,11/17/2023,Marketing,1
843,true,11/1/2023,4/27/2023,Research and Development,1
844,true,6/17/2023,5/30/2023,Training,1
845,false,12/1/2023,2/23/2023,Business Development,1
846,false,10/17/2023,8/6/2023,Accounting,1
847,false,6/15/2023,12/12/2023,Services,1
848,true,4/30/2023,9/19/2023,Services,1
849,false,12/5/2023,10/10/2023,Training,1
850,true,12/24/2023,9/22/2023,Training,1
851,false,7/30/2023,1/7/2024,Training,1
852,false,4/13/2023,4/21/2023,Human Resources,1
853,true,9/4/2023,11/26/2023,Training,1
854,false,2/20/2023,6/8/2023,Product Management,1
855,true,5/15/2023,10/4/2023,Research and Development,1
856,false,1/26/2023,8/8/2023,Engineering,1
857,true,8/24/2023,7/10/2023,Training,1
858,false,2/9/2023,5/11/2023,Engineering,1
859,false,5/8/2023,1/26/2023,Research and Development,1
860,true,2/14/2023,6/27/2023,Services,1
861,false,2/24/2023,5/12/2023,Human Resources,1
862,false,9/17/2023,10/31/2023,Engineering,1
863,false,6/4/2023,1/23/2023,Research and Development,1
864,false,9/13/2023,6/3/2023,Marketing,1
865,false,11/14/2023,4/27/2023,Legal,1
866,false,1/8/2024,6/23/2023,Engineering,1
867,false,6/15/2023,5/6/2023,Business Development,1
868,true,1/10/2024,12/1/2023,Training,1
869,true,7/4/2023,3/28/2023,Marketing,1
870,false,4/24/2023,7/28/2023,Engineering,1
871,false,8/22/2023,1/3/2024,Marketing,1
872,true,1/23/2023,10/31/2023,Marketing,1
873,false,2/21/2023,1/9/2024,Sales,1
874,false,7/18/2023,11/2/2023,Services,1
875,true,2/3/2023,12/30/2023,Research and Development,1
876,true,1/13/2024,10/13/2023,Engineering,1
877,true,4/8/2023,12/23/2023,Engineering,1
878,false,2/22/2023,8/8/2023,Business Development,1
879,true,3/1/2023,7/8/2023,Engineering,1
880,true,7/22/2023,7/29/2023,Engineering,1
881,false,2/9/2023,2/27/2023,Support,1
882,true,8/23/2023,10/19/2023,Research and Development,1
883,false,9/21/2023,12/25/2023,Legal,1
884,false,7/4/2023,10/22/2023,Accounting,1
885,false,3/11/2023,4/5/2023,Human Resources,1
886,false,10/25/2023,6/10/2023,Legal,1
887,true,8/14/2023,8/14/2023,Legal,1
888,false,1/11/2024,9/8/2023,Legal,1
889,false,12/23/2023,11/13/2023,Product Management,1
890,false,12/29/2023,4/29/2023,Legal,1
891,true,10/27/2023,1/20/2023,Research and Development,1
892,true,3/4/2023,8/29/2023,Product Management,1
893,true,2/5/2023,1/29/2023,Training,1
894,false,5/4/2023,5/17/2023,Accounting,1
895,true,2/27/2023,8/1/2023,Research and Development,1
896,false,5/31/2023,12/7/2023,Legal,1
897,true,1/9/2024,9/27/2023,Human Resources,1
898,true,5/20/2023,5/24/2023,Training,1
899,false,9/26/2023,2/11/2023,Training,1
900,true,7/20/2023,10/6/2023,Accounting,1
901,false,2/17/2023,3/31/2023,Human Resources,1
902,true,1/10/2024,4/11/2023,Accounting,1
903,true,3/11/2023,5/15/2023,Marketing,1
904,false,3/24/2023,11/15/2023,Engineering,1
905,false,6/1/2023,3/23/2023,Services,1
906,true,8/4/2023,6/3/2023,Marketing,1
907,false,10/5/2023,11/7/2023,Marketing,1
908,false,9/3/2023,6/12/2023,Business Development,1
909,true,11/7/2023,5/3/2023,Accounting,1
910,true,12/18/2023,5/29/2023,Legal,1
911,false,9/10/2023,4/12/2023,Business Development,1
912,true,1/6/2024,10/23/2023,Business Development,1
913,true,8/29/2023,2/5/2023,Business Development,1
914,true,8/11/2023,2/7/2023,Product Management,1
915,false,4/9/2023,4/18/2023,Legal,1
916,true,2/25/2023,3/31/2023,Product Management,1
917,false,11/17/2023,9/20/2023,Engineering,1
918,false,4/9/2023,1/8/2024,Human Resources,1
919,true,10/1/2023,4/28/2023,Research and Development,1
920,false,7/11/2023,5/12/2023,Accounting,1
921,true,9/20/2023,7/16/2023,Services,1
922,false,11/5/2023,4/4/2023,Marketing,1
923,false,2/18/2023,10/15/2023,Product Management,1
924,false,4/13/2023,5/15/2023,Support,1
925,true,11/16/2023,7/26/2023,Training,1
926,true,3/17/2023,5/21/2023,Accounting,1
927,true,4/29/2023,2/14/2023,Research and Development,1
928,true,10/1/2023,5/2/2023,Legal,1
929,false,11/1/2023,12/21/2023,Training,1
930,true,6/21/2023,3/10/2023,Human Resources,1
931,false,8/14/2023,9/26/2023,Engineering,1
932,true,12/17/2023,3/7/2023,Legal,1
933,true,10/7/2023,11/24/2023,Business Development,1
934,true,12/30/2023,11/4/2023,Human Resources,1
935,true,11/5/2023,12/22/2023,Marketing,1
936,false,3/20/2023,4/19/2023,Marketing,1
937,true,3/20/2023,3/23/2023,Support,1
938,false,5/3/2023,12/14/2023,Research and Development,1
939,true,8/20/2023,2/1/2023,Engineering,1
940,true,4/14/2023,7/9/2023,Engineering,1
941,true,5/11/2023,12/14/2023,Support,1
942,false,4/12/2023,10/25/2023,Business Development,1
943,true,10/26/2023,9/17/2023,Training,1
944,true,11/18/2023,10/16/2023,Legal,1
945,true,6/27/2023,3/21/2023,Services,1
946,false,8/22/2023,1/4/2024,Research and Development,1
947,false,4/11/2023,10/27/2023,Human Resources,1
948,false,1/21/2023,8/1/2023,Business Development,1
949,true,11/2/2023,3/24/2023,Accounting,1
950,true,6/4/2023,3/31/2023,Support,1
951,false,3/16/2023,2/18/2023,Engineering,1
952,true,2/10/2023,4/22/2023,Human Resources,1
953,true,3/24/2023,5/10/2023,Product Management,1
954,false,12/6/2023,8/12/2023,Services,1
955,true,10/25/2023,10/25/2023,Training,1
956,false,9/25/2023,3/27/2023,Engineering,1
957,false,1/29/2023,11/10/2023,Business Development,1
958,false,11/24/2023,3/28/2023,Training,1
959,false,8/9/2023,9/18/2023,Accounting,1
960,false,4/10/2023,8/14/2023,Services,1
961,false,4/30/2023,2/16/2023,Business Development,1
962,false,5/11/2023,3/9/2023,Legal,1
963,false,10/11/2023,9/22/2023,Services,1
964,true,1/9/2024,7/13/2023,Accounting,1
965,true,4/12/2023,5/6/2023,Marketing,1
966,false,10/29/2023,4/6/2023,Sales,1
967,true,6/21/2023,2/20/2023,Human Resources,1
968,false,3/7/2023,2/27/2023,Product Management,1
969,false,6/17/2023,9/14/2023,Business Development,1
970,false,3/2/2023,12/21/2023,Business Development,1
971,false,8/27/2023,8/1/2023,Services,1
972,true,8/10/2023,2/3/2023,Product Management,1
973,false,5/13/2023,9/6/2023,Research and Development,1
974,false,10/4/2023,7/22/2023,Product Management,1
975,true,9/28/2023,8/24/2023,Product Management,1
976,true,4/26/2023,10/12/2023,Product Management,1
977,true,11/29/2023,7/31/2023,Training,1
978,false,2/6/2023,8/2/2023,Training,1
979,true,2/12/2023,6/11/2023,Product Management,1
980,true,3/28/2023,1/2/2024,Support,1
981,false,8/6/2023,4/5/2023,Product Management,1
982,true,4/20/2023,10/8/2023,Research and Development,1
983,false,9/18/2023,3/25/2023,Training,1
984,true,2/9/2023,2/14/2023,Services,1
985,true,3/6/2023,4/18/2023,Support,1
986,false,6/22/2023,12/15/2023,Engineering,1
987,true,9/21/2023,10/4/2023,Training,1
988,false,12/8/2023,11/20/2023,Training,1
989,true,6/14/2023,6/20/2023,Marketing,1
990,true,1/31/2023,8/14/2023,Training,1
991,true,10/8/2023,11/3/2023,Accounting,1
992,true,11/3/2023,6/1/2023,Research and Development,1
993,false,7/31/2023,2/3/2023,Research and Development,1
994,false,6/4/2023,4/29/2023,Training,1
995,true,9/13/2023,12/15/2023,Support,1
996,false,8/26/2023,8/12/2023,Legal,1
997,true,10/7/2023,4/11/2023,Marketing,1
998,true,2/5/2023,1/1/2024,Sales,1
999,false,2/25/2023,1/6/2024,Marketing,1
1000,false,10/3/2023,9/7/2023,Accounting,1
