id,status,created_date,updated_date,estudios,user
435,true,11/16/2023,7/28/2023,Shukutoku University,1
436,false,11/4/2023,8/2/2023,Jackson State University,1
437,false,1/19/2023,11/15/2023,Rovaniemi University of Applied Sciences,1
438,false,3/9/2023,9/21/2023,ECAM - Institut Supérieur Industriel,1
439,false,6/12/2023,2/6/2023,Universidade Metropolitana de Angola,1
440,false,7/9/2023,10/14/2023,Mahamakut Buddhist University,1
441,true,12/10/2023,2/16/2023,Universidad Nacional José Faustino Sánchez Carrión,1
442,true,3/26/2023,8/14/2023,Huaihai Institute of Technology,1
443,false,10/11/2023,4/16/2023,Dong-A University,1
444,true,2/6/2023,5/31/2023,Pacifica Graduate Institute,1
445,true,10/1/2023,4/20/2023,Yüzüncü Yil (Centennial) University,1
446,true,12/3/2023,12/18/2023,Avondale College,1
447,true,3/5/2023,2/13/2023,Ecole Nationale Vétérinaire de Lyon,1
448,true,11/18/2023,5/6/2023,Cumberland University,1
449,true,8/20/2023,1/29/2023,"Islamic Azad University, Region One",1
450,true,9/16/2023,8/5/2023,Sapporo International University,1
451,false,2/27/2023,4/26/2023,"Bowling Green State University, Firelands",1
452,true,1/26/2023,5/16/2023,State University of New York at Binghamton,1
453,false,2/27/2023,4/13/2023,Universidad Americana,1
454,false,9/24/2023,8/20/2023,Volgograd State Technical University,1
455,true,7/8/2023,3/5/2023,Urbana University,1
456,true,6/12/2023,6/5/2023,Ural Gorkij State University,1
457,true,12/22/2023,3/31/2023,Coppin State College,1
458,true,4/25/2023,3/12/2023,University of Northern Washington,1
459,false,8/21/2023,9/28/2023,Polytechnic University of the Philippines,1
460,true,11/24/2023,5/24/2023,Kaplan University,1
461,false,2/4/2023,8/31/2023,Government College University Faisalabad,1
462,false,1/7/2024,8/17/2023,"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie",1
463,true,9/20/2023,5/14/2023,Kumaun University,1
464,true,7/26/2023,11/30/2023,St. Petersburg State Mountain Institut,1
465,true,9/18/2023,10/17/2023,University of Lodz,1
466,false,12/28/2023,6/20/2023,Benedictine University,1
467,false,3/9/2023,12/7/2023,Qom University of Medical Sciences,1
468,false,2/28/2023,12/6/2023,Anhui Technical College of Water Resources and Hydroelectric Power,1
469,false,8/7/2023,5/8/2023,South-East Asia University,1
470,false,8/1/2023,9/15/2023,"Université du Sud, Toulon et Var",1
471,true,7/4/2023,10/21/2023,Belarussian State University of Transport,1
472,false,6/22/2023,4/12/2023,Copperbelt University,1
473,false,3/29/2023,7/31/2023,Sonoda Women's University,1
474,false,3/19/2023,6/25/2023,University of KwaZulu-Natal,1
475,false,3/14/2023,4/2/2023,Universidad Politecnica de Puerto Rico,1
476,true,8/31/2023,1/2/2024,Punjab University College of Information Tecnology,1
477,true,8/21/2023,2/22/2023,Trinity University,1
478,false,5/24/2023,5/12/2023,National School of Political and Administrative Studies Bucharest,1
479,false,12/30/2023,11/4/2023,Aleksander Gieysztor School of Humanities in Pultusk,1
480,false,10/28/2023,4/21/2023,University of Kelaniya,1
481,false,6/14/2023,11/23/2023,Eastern Mediterranean University,1
482,true,9/30/2023,1/1/2024,Kendall College of Art and Design,1
483,false,12/19/2023,3/26/2023,Arak University of Technology,1
484,true,7/27/2023,5/29/2023,Sherman College of Straight Chiropractic,1
485,false,3/7/2023,7/18/2023,"Institute of Teachers Education, Darul Aman",1
486,false,9/4/2023,7/22/2023,Loma Linda University,1
487,true,7/31/2023,5/4/2023,Marij State University,1
488,true,2/4/2023,3/19/2023,Wilmington College,1
489,false,9/1/2023,8/28/2023,Wright State University,1
490,false,7/11/2023,11/14/2023,Czech University of Agriculture Prague,1
491,false,1/16/2023,9/12/2023,University of Sydney,1
492,true,12/6/2023,11/14/2023,"Institue of Historical Research, University of London",1
493,false,7/3/2023,11/14/2023,Smolensk State Medical Academy,1
494,false,4/10/2023,7/1/2023,Carlow Institute of Technology,1
495,false,12/25/2023,4/6/2023,Malayer University,1
496,true,5/2/2023,3/1/2023,Danish University of Education,1
497,false,12/29/2023,10/27/2023,Universidad de Santiago de Compostela,1
498,true,2/2/2023,4/1/2023,Shanghai Medical University,1
499,false,5/2/2023,1/18/2023,Tehran University of Medical Sciences,1
500,false,4/12/2023,5/18/2023,The College of Wooster,1
501,true,2/26/2023,2/20/2023,University of Iowa,1
502,true,3/10/2023,5/19/2023,Universidad de Cuenca,1
503,false,9/24/2023,7/11/2023,Segi University College,1
504,true,7/14/2023,3/21/2023,Université de Douala,1
505,true,7/24/2023,6/15/2023,IT University of Copenhagen,1
506,true,7/11/2023,10/19/2023,Wheeling Jesuit University,1
507,false,10/9/2023,3/11/2023,Botswana International University of Science & Technology,1
508,false,3/11/2023,7/3/2023,College Misericordia,1
509,false,10/28/2023,6/5/2023,Chiang Mai University,1
510,false,10/15/2023,9/28/2023,American University of Sharjah,1
511,true,12/18/2023,12/6/2023,Baker College of Port Huron,1
512,true,12/17/2023,10/11/2023,Universidade Federal do Espírito Santo,1
513,true,7/21/2023,12/14/2023,Ecole des Hautes Etudes en Gestion Informatique et Communication,1
514,true,1/27/2023,1/16/2023,Yokohama College of Commerce,1
515,true,9/14/2023,9/15/2023,Seberang Perai Polytechnic,1
516,true,3/5/2023,2/4/2023,Universidad Industrial de Santander,1
517,true,5/25/2023,12/17/2023,University of Lecce,1
518,true,11/7/2023,2/25/2023,All India Institute of Medical Sciences,1
519,false,2/10/2023,7/12/2023,Moldova Technical University,1
520,true,7/9/2023,7/14/2023,University of Montana,1
521,true,2/5/2023,4/14/2023,"Universidad de Puerto Rico, Ponce",1
522,false,6/23/2023,11/9/2023,The College of Santa Fe,1
523,false,2/18/2023,12/22/2023,"NGO Vladikavkaz Institute of Economics, Management, and Law",1
524,false,4/2/2023,9/28/2023,Knightsbridge University,1
525,false,7/22/2023,9/7/2023,University of Burao,1
526,false,4/26/2023,11/23/2023,Vanguard University of Southern California,1
527,true,5/4/2023,7/28/2023,Algonquin College,1
528,false,10/10/2023,4/13/2023,Westsächsische Hochschule Zwickau (FH),1
529,false,7/20/2023,1/22/2023,"University of Maine, Presque Isle",1
530,false,4/8/2023,3/8/2023,Washington Bible College,1
531,true,8/11/2023,4/12/2023,"Cleveland Chiropractic College, Kansas City",1
532,false,9/2/2023,8/3/2023,Dokkyo University School of Medicine,1
533,false,12/25/2023,12/18/2023,Meikai University,1
534,true,1/3/2024,5/26/2023,Indian Agricultural Research Institute,1
535,true,8/8/2023,7/23/2023,Kobe University of Mercantile Marine,1
536,true,11/22/2023,12/11/2023,National Hispanic University,1
537,true,2/13/2023,5/25/2023,Portland State University,1
538,true,6/14/2023,4/6/2023,Universidad Peruana de Ciencias Aplicadas,1
539,true,9/18/2023,6/28/2023,Aimst University,1
540,true,8/28/2023,11/1/2023,University of Alabama - Huntsville,1
541,false,1/25/2023,1/26/2023,"Islamic Azad University, Fars Science & Research Branch",1
542,true,7/7/2023,4/17/2023,Daiichi University of Economics,1
543,true,10/23/2023,11/1/2023,Jeonju University,1
544,false,10/24/2023,7/6/2023,Ecole Nationale des Travaux Publics de l'Etat,1
545,true,9/11/2023,7/31/2023,University of Hawaii - Hilo,1
546,true,5/14/2023,1/21/2023,Hemchandracharay North Gujarat University,1
547,false,8/27/2023,1/23/2023,American University of Sharjah,1
548,true,1/9/2024,10/5/2023,Biola University,1
549,true,5/19/2023,7/27/2023,University of Nueva Caceres,1
550,false,10/13/2023,9/6/2023,Ilsa Independent College,1
551,true,4/4/2023,5/11/2023,Universidad Francisco Gavidia,1
552,true,1/9/2024,7/28/2023,Cyryx College,1
553,false,3/12/2023,7/8/2023,Universidad Católica Popular del Risaralda,1
554,false,3/30/2023,12/14/2023,Universidad de la Sierra A.C.,1
555,true,1/26/2023,12/28/2023,Art Institute of Southern California,1
556,false,6/17/2023,10/14/2023,St. Bernard's Institute,1
557,true,1/11/2024,8/29/2023,Konan University,1
558,false,8/2/2023,4/19/2023,Belarussian State Technological University,1
559,false,2/12/2023,8/16/2023,Leon Kozminski Academy of Entrepreneurship and Mangement,1
560,true,6/1/2023,10/27/2023,Baze University Abuja,1
561,true,8/12/2023,8/4/2023,Rand Graduate School of Policy Studies,1
562,true,9/3/2023,6/13/2023,Northwest Missouri State University,1
563,false,4/12/2023,9/30/2023,"Bauchi State University, Gadau",1
564,false,10/19/2023,10/11/2023,The Illinois Institute of Art-Chicago,1
565,false,4/15/2023,12/14/2023,Josai University,1
566,true,6/25/2023,5/17/2023,"Rasmussen College, Florida Campuses",1
567,false,3/13/2023,3/9/2023,Assumption College,1
568,true,11/9/2023,2/8/2023,Université Ez-Zitouna,1
569,false,3/26/2023,12/12/2023,MCI-Management Center Innsbruck,1
570,false,11/17/2023,6/5/2023,Caribbean University,1
571,false,10/16/2023,6/21/2023,Universidade Católica de Angola,1
572,false,12/21/2023,10/12/2023,Sultan Salahuddin Abdul Aziz Shah Polytechnic,1
573,true,3/3/2023,4/7/2023,British College of Osteopathic Medicine,1
574,true,6/7/2023,6/30/2023,Fukui University of Technology,1
575,true,11/17/2023,7/20/2023,Instituto Tecnológico Autonómo de México,1
576,false,6/3/2023,2/21/2023,University of the Cordilleras,1
577,false,6/2/2023,4/17/2023,Odessa National Academy of Food Technologies,1
578,false,4/27/2023,2/5/2023,Tiffin University Prague,1
579,true,4/13/2023,1/24/2023,Universidade Fernando Pessoa,1
580,false,10/7/2023,12/21/2023,Menlo College,1
581,false,12/29/2023,8/3/2023,Koc University,1
582,false,9/1/2023,8/1/2023,Royal Veterinary and Agricultural University,1
583,true,3/4/2023,8/31/2023,Universidad Centro Occidental Lisandro Alvarado,1
584,true,6/14/2023,5/14/2023,Sadat Academy for Management Sciences,1
585,false,4/13/2023,5/17/2023,Briar Cliff College,1
586,true,4/25/2023,11/7/2023,Azusa Pacific University,1
587,false,8/21/2023,12/27/2023,Southern New Hampshire University,1
588,false,2/16/2023,6/19/2023,Oglethorpe University,1
589,false,7/17/2023,9/22/2023,Niigata Sangyo University,1
590,true,11/3/2023,12/6/2023,Universidade Católica de Pernambuco,1
591,true,12/30/2023,6/6/2023,University of Tampere,1
592,false,5/1/2023,1/14/2024,Odense University,1
593,true,5/9/2023,8/20/2023,Université Catholique de Lille,1
594,true,3/26/2023,4/1/2023,Universidad San Sebastian,1
595,false,4/24/2023,9/20/2023,Dayalbagh Educational Institute,1
596,false,8/20/2023,6/29/2023,Louisiana State University at Alexandria,1
597,false,4/13/2023,11/27/2023,Kyoto University,1
598,true,2/8/2023,9/20/2023,Kentucky Christian College,1
599,true,1/21/2023,7/13/2023,Universidad Nacional Pedro Ruíz Gallo,1
600,false,11/20/2023,1/11/2024,Yashawantrao Chavan Maharashtra Open University,1
601,true,9/20/2023,12/10/2023,Northern State University,1
602,true,12/10/2023,7/16/2023,Mizan Tepi University,1
603,false,3/15/2023,8/30/2023,Palestine Polytechnic University,1
604,false,2/24/2023,7/14/2023,"Universidad Interamericana de Puerto Rico, San Germán",1
605,false,9/28/2023,5/31/2023,Osaka Electro-Communication University,1
606,true,5/2/2023,7/8/2023,Pacific Lutheran University,1
607,true,9/10/2023,2/2/2023,Patuakhali Science and Technology University,1
608,true,8/25/2023,1/7/2024,Universidad Autónoma del Estado de Morelos,1
609,true,5/6/2023,1/12/2024,Goshen College,1
610,true,5/16/2023,9/13/2023,"California State University, Sacramento",1
611,false,8/12/2023,12/29/2023,Dutch Delta University,1
612,false,11/2/2023,10/13/2023,Kuban State University of Agriculture,1
613,false,12/16/2023,11/22/2023,Konyang University,1
614,false,1/6/2024,11/16/2023,Universidad de Vigo,1
615,false,4/23/2023,8/11/2023,Hiiraan University,1
616,true,3/6/2023,4/8/2023,Far Eastern State University,1
617,false,11/28/2023,5/12/2023,Sojourner-Douglass College,1
618,false,5/18/2023,9/19/2023,Universidad Nacional Abierta y a Distancia,1
619,true,2/2/2023,7/5/2023,Harding University Graduate School of Religion,1
620,true,5/31/2023,9/12/2023,Columbia College,1
621,false,7/2/2023,5/18/2023,Patna University,1
622,false,9/25/2023,5/12/2023,Ecole Superieur d'Ingenieurs Leonard de Vinci,1
623,false,9/8/2023,3/11/2023,Manhattanville College,1
624,true,5/14/2023,3/27/2023,University College of Cape Breton,1
625,true,12/15/2023,2/18/2023,Universidad Nacional de Ingenieria,1
626,false,11/1/2023,8/16/2023,Universitas Pembangunan Panca Budi,1
627,true,2/13/2023,9/25/2023,Fordham University,1
628,true,8/28/2023,6/16/2023,Universidad Catolica del Maule,1
629,false,12/14/2023,6/20/2023,Hanshin University,1
630,false,12/7/2023,10/9/2023,University of Bradford,1
631,false,9/15/2023,7/21/2023,College of St. Rose,1
632,false,2/13/2023,2/5/2023,"Instituto de Artes Visuais, Design e Marketing - IADE",1
633,false,6/2/2023,7/4/2023,Lithuania Christian College,1
634,true,11/11/2023,4/7/2023,Beijing Petroleum University,1
635,true,2/25/2023,4/4/2023,Université Chrétienne Bilingue du Congo,1
636,true,1/27/2023,10/10/2023,Alexandria University,1
637,true,12/18/2023,6/6/2023,University of Silesia,1
638,true,9/18/2023,4/6/2023,Hansei University,1
639,false,9/12/2023,11/22/2023,National Research University of Electronic Technology,1
640,false,5/10/2023,2/17/2023,Universität Köln,1
641,false,6/4/2023,11/21/2023,"Concordia College, Seward",1
642,true,4/26/2023,4/22/2023,"Yorker International University, Milano",1
643,false,1/14/2024,2/19/2023,The Rockefeller University,1
644,false,5/22/2023,1/12/2024,Nakhchivan State University,1
645,false,7/7/2023,2/18/2023,Asia E University,1
646,false,12/24/2023,6/20/2023,Universidad Obrera de Mexico,1
647,true,5/20/2023,8/31/2023,Indiana University at South Bend,1
648,false,4/10/2023,12/21/2023,Yokohama College of Commerce,1
649,true,10/1/2023,9/15/2023,Universidade Moderna de Lisboa,1
650,true,12/6/2023,9/9/2023,Xi'an Jiaotong University,1
651,true,1/19/2023,4/21/2023,Tohoku University,1
652,false,1/14/2024,11/30/2023,Perm State Academy of Agriculture,1
653,true,3/28/2023,8/31/2023,Ecole Nationale Supérieure des Mines de Paris,1
654,true,6/17/2023,5/2/2023,Technische Fachhochschule Wildau,1
655,false,11/29/2023,8/3/2023,"Allahabad Agricultural Institute, Deemed University",1
656,false,1/26/2023,7/3/2023,National United University,1
657,false,6/29/2023,1/24/2023,Concordia University,1
658,false,10/28/2023,10/29/2023,Kagoshima Women's College,1
659,false,12/12/2023,12/10/2023,Azerbaijan Medical University,1
660,false,2/23/2023,8/11/2023,Gebze Institute of Technology,1
661,true,9/29/2023,3/19/2023,Institut Prima Bestari - Pine Academy ,1
662,false,9/29/2023,5/27/2023,Universidade São Marcos,1
663,true,7/12/2023,10/6/2023,"Universidad Católica Boliviana, Santa Cruz",1
664,false,1/11/2024,4/7/2023,Providence College,1
665,true,8/22/2023,4/13/2023,Northern Sichuan Medical College,1
666,true,6/28/2023,6/29/2023,Pennsylvania Academy of the Fine Arts,1
667,true,8/21/2023,6/4/2023,University of Wisconsin - River Falls,1
668,false,11/4/2023,5/30/2023,Ecole Nationale Supérieure d'Agronomie de Rennes,1
669,false,10/21/2023,3/14/2023,Jaramogi Oginga Odinga University of Science and Technology,1
670,true,9/9/2023,5/20/2023,University College of Technology & Innovation (UCTI),1
671,true,2/26/2023,5/31/2023,Newport International University,1
672,true,8/9/2023,9/20/2023,University of Szczecin,1
673,false,1/28/2023,10/5/2023,Sadjad Institute of Technology,1
674,false,5/18/2023,6/11/2023,University of Food Technology,1
675,true,2/24/2023,4/25/2023,Utah State University,1
676,false,5/5/2023,5/23/2023,Niagara University,1
677,true,3/19/2023,8/3/2023,Isfahan University of Medical Sciences,1
678,false,2/3/2023,12/12/2023,Eastern Connecticut State University,1
679,false,12/13/2023,12/18/2023,Université de Mahajanga,1
680,false,10/18/2023,1/28/2023,Academy of Arts in Banská Bystrica,1
681,false,4/29/2023,12/20/2023,Tallinn University,1
682,false,5/7/2023,5/12/2023,International Centre for Isclamic Science,1
683,false,10/28/2023,5/19/2023,Helwan University,1
684,true,5/9/2023,10/1/2023,University of Zadar,1
685,true,8/5/2023,4/24/2023,Coppin State College,1
686,false,5/29/2023,3/31/2023,Université de Lomé,1
687,true,2/9/2023,11/12/2023,"National Chung Hsing University, Taichung",1
688,false,9/21/2023,4/4/2023,Fukuoka International University,1
689,false,12/1/2023,7/22/2023,Millersville University of Pennsylvania,1
690,false,1/31/2023,8/28/2023,Bilkent University,1
691,true,6/12/2023,8/18/2023,Universitas Dr. R. Moestopo,1
692,true,2/13/2023,7/10/2023,Universidad Católica Tecnológica del Cibao,1
693,false,5/7/2023,10/30/2023,Institut d'Etudes Politiques de Bordeaux,1
694,false,11/30/2023,11/12/2023,Saginaw Valley State University,1
695,false,12/5/2023,12/17/2023,Law University of Bratislava,1
696,true,1/25/2023,5/28/2023,Zhongnan University of Finance and Economics,1
697,false,9/28/2023,12/23/2023,Western State University College of Law - Orange County,1
698,false,12/19/2023,5/27/2023,The Manchester Metropolitan University,1
699,true,10/3/2023,7/22/2023,University of Delhi,1
700,false,1/26/2023,2/4/2023,University of Connecticut Health Center,1
701,false,8/30/2023,6/13/2023,Newschool of Architecture and Design,1
702,false,8/24/2023,7/26/2023,Catholic Theological Union,1
703,true,9/8/2023,8/14/2023,Mulungushi University,1
704,true,12/6/2023,10/13/2023,West Bengal University of Animal and Fishery Sciences,1
705,true,4/16/2023,2/27/2023,Guangxi Normal University,1
706,false,12/17/2023,2/11/2023,University of Central Greece,1
707,false,9/13/2023,9/23/2023,Fachhochschule Deggendorf,1
708,false,7/5/2023,10/18/2023,Technical University of Liberec,1
709,true,2/22/2023,2/6/2023,Okayama University of Science,1
710,false,1/5/2024,12/25/2023,Universidad de Pinar del Río,1
711,true,6/25/2023,8/11/2023,Universidad Anáhuac del Sur,1
712,false,1/16/2023,6/28/2023,University of Florida,1
713,true,9/28/2023,3/7/2023,University of Electronic Science and Technology of China,1
714,true,12/24/2023,5/20/2023,Dr. D.Y. Patil University,1
715,false,4/6/2023,10/17/2023,Tatung Institute of Technology,1
716,true,5/14/2023,9/28/2023,Myanmar Aerospace Engineering University,1
717,true,2/20/2023,3/13/2023,University of Connecticut,1
718,false,7/16/2023,6/1/2023,Dakota Wesleyan University,1
719,true,2/4/2023,12/18/2023,Park College,1
720,true,3/31/2023,3/5/2023,National Taiwan Normal University,1
721,false,2/18/2023,1/27/2023,Eelo American University,1
722,true,6/16/2023,5/2/2023,Kyunghee University,1
723,true,12/8/2023,7/29/2023,Kaunas University of Technology,1
724,true,3/18/2023,2/23/2023,State University of New York at Buffalo,1
725,true,7/9/2023,4/27/2023,Shawnee State University,1
726,false,3/3/2023,11/22/2023,"Universidad Catolica ""Redemptoris Mater""",1
727,true,6/23/2023,12/5/2023,Balochistan University of Information Technology & Management Sciences ,1
728,true,6/11/2023,1/27/2023,Darul Naim College of Technology,1
729,false,11/1/2023,6/17/2023,University of Turku,1
730,true,10/6/2023,3/5/2023,Universidad Domingo Savio,1
731,true,2/18/2023,12/7/2023,East Stroudsburg State University,1
732,true,2/5/2023,4/9/2023,Grantham University,1
733,true,11/12/2023,2/8/2023,Universität für Bodenkultur Wien,1
734,true,7/26/2023,7/21/2023,Western State University College of Law,1
735,true,12/28/2023,4/26/2023,Dammam Community College,1
736,true,11/11/2023,1/24/2023,Universidad de Cienfuegos,1
737,true,7/28/2023,7/29/2023,"University of Occupational and Environmental Health, Japan",1
738,false,9/10/2023,3/17/2023,Universidad Central,1
739,true,10/27/2023,8/9/2023,FTMS Global Academy,1
740,false,11/10/2023,5/23/2023,Huston-Tillotson College,1
741,false,1/30/2023,6/21/2023,Université Lumiére (Lyon II),1
742,true,7/27/2023,10/31/2023,Universiti Tun Abdul Razak,1
743,false,11/11/2023,3/19/2023,Regis University,1
744,true,4/27/2023,6/4/2023,Odessa National Maritime Academy,1
745,true,8/11/2023,12/30/2023,University of Peradeniya,1
746,false,7/17/2023,4/27/2023,Kaunas University of Technology,1
747,true,9/11/2023,3/29/2023,"Universidad Nacional de La Libertad, Trujillo",1
748,true,6/2/2023,10/20/2023,Academy of Public Administration,1
749,true,9/3/2023,9/15/2023,"Institute of Teachers Education, Batu Lintang",1
750,false,2/22/2023,12/24/2023,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,1
751,true,8/11/2023,3/3/2023,Ross University Caribbean School of Veterinary Medicine,1
752,true,6/11/2023,3/26/2023,Inönü University,1
753,true,2/12/2023,6/3/2023,Kirchliche Hochschule Bethel,1
754,true,2/23/2023,11/4/2023,Dalanj University,1
755,false,8/28/2023,5/19/2023,Inönü University,1
756,true,9/2/2023,4/8/2023,Augustana University College,1
757,false,9/24/2023,10/9/2023,Imam Khomeini International University,1
758,false,9/16/2023,3/25/2023,Eastern Conservatory of Music,1
759,false,10/12/2023,4/15/2023,Sichuan Normal University,1
760,false,6/28/2023,2/17/2023,Prague Institute of Chemical Technology,1
761,false,2/18/2023,4/8/2023,Aria Institute of Higher Education,1
762,false,12/10/2023,8/6/2023,Marlboro College,1
763,true,8/27/2023,11/21/2023,Dayalbagh Educational Institute,1
764,true,2/17/2023,5/21/2023,Kohat University of Science and Technology  (KUST),1
765,true,2/11/2023,12/5/2023,Universidade de Caxias do Sul,1
766,false,10/18/2023,10/16/2023,Saitama Medical School,1
767,true,4/14/2023,9/13/2023,Greenville College,1
768,false,10/28/2023,11/21/2023,Rabindra Bharati University,1
769,true,2/20/2023,5/9/2023,Lucerne University of Applied Sciences and Arts ,1
770,true,11/14/2023,2/13/2023,Hertie School of Governance,1
771,false,11/5/2023,9/23/2023,"Federal Urdu University of Arts,Science and Technology",1
772,false,4/29/2023,7/22/2023,Les Roches International School of Hotel Management,1
773,true,6/29/2023,11/5/2023,University of Venice,1
774,false,10/27/2023,12/28/2023,State University of New York College of Technology at Alfred,1
775,true,8/15/2023,3/22/2023,Grace Bible College,1
776,false,4/29/2023,11/26/2023,University of Western Sydney,1
777,true,8/8/2023,6/7/2023,Southern University - New Orleans,1
778,false,6/25/2023,2/17/2023,Alsadrain University,1
779,false,10/16/2023,10/12/2023,Baku State University,1
780,true,6/11/2023,11/12/2023,Providence University,1
781,true,12/27/2023,3/15/2023,Champlain College,1
782,false,4/8/2023,11/26/2023,Texas A&M University - Commerce,1
783,false,12/17/2023,10/1/2023,Government College University Lahore,1
784,true,8/9/2023,10/27/2023,Vikrama Simhapuri University,1
785,true,10/24/2023,3/25/2023,St. Petersburg State Medical Academy,1
786,false,1/14/2024,11/23/2023,Al Yarmouk University College,1
787,true,10/22/2023,9/27/2023,Osaka Sangyo University,1
788,true,1/29/2023,8/21/2023,Volyn National University Lesja Ukrainka,1
789,false,2/26/2023,12/5/2023,Al Mansour University College,1
790,false,10/29/2023,3/30/2023,Assumption University of Thailand,1
791,true,5/19/2023,2/24/2023,Kyushu University,1
792,false,5/18/2023,7/18/2023,Royal University of Fine Arts,1
793,true,7/4/2023,3/9/2023,Centro Universitário Monte Serrat,1
794,true,9/25/2023,6/22/2023,Kermanshah University of Medical Sciences,1
795,true,4/7/2023,10/7/2023,California University of Pennsylvania,1
796,false,6/24/2023,1/12/2024,Southern California Institute of Architecture,1
797,true,2/14/2023,12/10/2023,Wayamba University of Sri Lanka ,1
798,true,7/24/2023,10/7/2023,Delft University of Technology,1
799,true,12/17/2023,7/4/2023,Siberian State Medical University,1
800,false,3/3/2023,6/15/2023,Ibn Sina University,1
801,true,7/17/2023,8/21/2023,Kilis 7 Aralık University,1
802,false,4/7/2023,2/5/2023,Walter Sisulu University for Technology and Science,1
803,false,4/24/2023,5/26/2023,Hochschule für Philosophie München,1
804,true,1/3/2024,6/9/2023,Kigali Independent University,1
805,true,9/26/2023,9/8/2023,Technical University of Gdansk,1
806,false,5/22/2023,7/21/2023,Wheelock College,1
807,true,1/7/2024,12/16/2023,Virginia Military Institute,1
808,false,11/19/2023,2/8/2023,Ecole Supérieure de Commerce de Brest,1
809,false,1/24/2023,10/3/2023,Universidad de Sonsonate,1
810,false,2/14/2023,1/7/2024,Sapporo Gakuin University,1
811,true,5/30/2023,1/21/2023,"National Institute of Technology, Rourkela",1
812,true,9/15/2023,4/10/2023,European Open University,1
813,false,9/30/2023,6/9/2023,University for Humanistics (UH),1
814,true,9/2/2023,6/25/2023,Universidad Católica de La Plata,1
815,true,1/23/2023,10/2/2023,Yazd University,1
816,true,9/9/2023,5/3/2023,Greenwich University,1
817,false,3/29/2023,1/27/2023,Far Eastern State Technical Fisheries University,1
818,true,9/5/2023,12/15/2023,Xi'an International Studies University,1
819,false,2/11/2023,12/14/2023,University of Toledo,1
820,true,11/28/2023,10/19/2023,Finnmark University College,1
821,true,2/14/2023,9/7/2023,Universidad de Guanajuato,1
822,false,8/3/2023,11/14/2023,Centro de Estudios Universitarios Monterrey,1
823,false,11/11/2023,11/11/2023,Morrison College,1
824,true,5/30/2023,5/23/2023,Ohio State University - Newark,1
825,true,1/9/2024,9/20/2023,Zhanjiang Ocean University,1
826,true,4/21/2023,10/23/2023,Fachhochschule St. Gallen,1
827,true,5/15/2023,1/24/2023,Institute of Public Administration,1
828,false,8/13/2023,1/25/2023,Allahabad University,1
829,false,3/19/2023,12/19/2023,University of Macedonia,1
830,true,5/24/2023,9/10/2023,Institut Supérieur Agricole de Beauvais,1
831,false,8/18/2023,8/7/2023,"Islamic Azad University, Ahar",1
832,true,10/10/2023,12/15/2023,St. John's & St. Mary's Institute of Technology,1
833,false,5/27/2023,2/9/2023,Voronezh State University,1
834,true,7/20/2023,9/29/2023,University of Cagliari,1
835,false,5/25/2023,3/26/2023,Universitas Katolik Widya Karya,1
836,false,12/22/2023,4/25/2023,University of Connecticut at Avery Point,1
837,true,1/31/2023,8/28/2023,University of Human Development (Kurdistan Region),1
838,true,4/12/2023,2/21/2023,Université Joseph Fourier (Grenoble I),1
839,false,4/11/2023,6/30/2023,Vilnius Academy of Arts,1
840,true,11/5/2023,7/5/2023,Rusangu University,1
841,true,7/8/2023,7/14/2023,Pandit Ravi Shankar Shukla University,1
842,true,10/24/2023,5/30/2023,St. Petersburg State Mining Institute (Technical University),1
843,false,9/24/2023,11/17/2023,Universidad Autónoma de Yucatán,1
844,true,8/27/2023,8/17/2023,Birsa Agricultural University,1
845,false,12/17/2023,1/24/2023,Abfi Institute Perbanas Jakarta,1
846,true,3/8/2023,8/7/2023,Universidad Tecnológica de Panamá,1
847,true,6/4/2023,2/18/2023,Catholic University in Zimbabwe,1
848,false,9/10/2023,2/12/2023,University of South Alabama,1
849,false,8/7/2023,11/25/2023,University of Ballarat,1
850,true,2/10/2023,9/11/2023,Yasuj University of Medical Sciences,1
851,true,7/27/2023,2/20/2023,ITT Technical Institute Maitland,1
852,true,1/22/2023,5/11/2023,University of Dammam,1
853,false,5/11/2023,12/6/2023,Iceland Academy of the Arts,1
854,true,12/20/2023,8/29/2023,Universidad Técnica Latinoamericana,1
855,false,5/18/2023,7/14/2023,Mankato State University,1
856,true,10/4/2023,9/14/2023,Universidad Norbert Wiener,1
857,true,9/14/2023,10/31/2023,Western Delta University,1
858,true,1/23/2023,7/23/2023,Universidad de La Sabana,1
859,true,10/16/2023,10/21/2023,Karolinska Institute Stockholm,1
860,false,7/17/2023,12/22/2023,Higher Institute of Business Administration,1
861,true,11/18/2023,3/26/2023,Henan Agriculture University,1
862,true,7/5/2023,9/9/2023,Spiru Haret University,1
863,false,2/3/2023,11/28/2023,Osaka University of Education,1
864,false,3/9/2023,5/27/2023,Foundation University,1
865,true,5/13/2023,8/17/2023,Gombe State University,1
866,false,5/21/2023,3/21/2023,College of St. Scholastica,1
867,false,3/29/2023,1/31/2023,Universidade Estadual Sudoeste da Bahia,1
868,true,8/14/2023,10/30/2023,Nakamura Gakuen University,1
869,true,9/20/2023,5/23/2023,New York Institute of Technology,1
870,false,6/6/2023,8/13/2023,Vyatka State Pedagogical University,1
